Name,City,State,Size_MW,Score_Default,Classification,Score_Best_Case,Score_Worst_Case,Score_Range,Missing_Inputs,PUE_Low_Score,PUE_High_Score,Growth_Low_Score,Growth_High_Score,OPEX_Low_Score,OPEX_High_Score,Data_Collection_Priority
IIJ Shiroi DC Campus,Shiroi,Chiba,40.0,76.33,Excellent,86.57,64.43,22.14,baseline_pue; load_growth_rate; energy_pct_opex,68.93,81.54,71.52,81.14,76.33,76.33,HIGH
NTT Tokyo 11,Inzai,Chiba,50.0,76.55,Excellent,86.75,64.72,22.03,baseline_pue; load_growth_rate; energy_pct_opex,69.21,81.72,71.75,81.34,76.55,76.55,HIGH
Equinix TY12x,Inzai,Chiba,54.0,76.61,Excellent,86.8,64.81,21.99,baseline_pue; load_growth_rate; energy_pct_opex,69.29,81.78,71.81,81.4,76.61,76.61,HIGH
11-13 Avenue DEd Arts et MEtiers (PR5),Paris,,8.4,64.73,Good,74.56,52.58,21.98,baseline_pue; load_growth_rate; energy_pct_opex,57.19,69.67,59.95,69.48,64.73,64.73,HIGH
Dub11,Clonshaugh,,3.0,81.48,Excellent,86.5,64.53,21.97,baseline_pue; load_growth_rate; energy_pct_opex,70.11,82.81,77.6,85.23,81.48,81.48,HIGH
Servecentric Dublin,Dublin,Leinster,3.0,81.48,Excellent,86.5,64.53,21.97,baseline_pue; load_growth_rate; energy_pct_opex,70.11,82.81,77.6,85.23,81.48,81.48,HIGH
Global Hubs - London,London,London,1.4,72.96,Good,79.48,57.64,21.84,baseline_pue; load_growth_rate; energy_pct_opex,63.96,75.47,68.76,77.08,72.96,72.96,HIGH
Equinix HE1,Helsinki,,6.0,43.88,Moderate,53.04,31.21,21.83,baseline_pue; load_growth_rate; energy_pct_opex,36.03,48.37,39.14,48.55,43.88,43.88,HIGH
nLighten Madrid MA1,Madrid,,2.0,38.0,Moderate,50.71,28.93,21.78,baseline_pue; load_growth_rate; energy_pct_opex,33.04,45.06,33.67,42.92,38.0,38.0,HIGH
Conapto Stockholm 3 North,Sollentuna,,6.0,50.25,Good,59.58,37.81,21.77,baseline_pue; load_growth_rate; energy_pct_opex,42.55,54.84,45.51,54.93,50.25,50.25,HIGH
Equinix SK3,Spånga,Stockholm,6.0,50.25,Good,59.58,37.81,21.77,baseline_pue; load_growth_rate; energy_pct_opex,42.55,54.84,45.51,54.93,50.25,50.25,HIGH
DataBank IAD1,Ashburn,VA,6.0,46.56,Moderate,55.76,34.03,21.73,baseline_pue; load_growth_rate; energy_pct_opex,38.81,51.06,41.83,51.22,46.56,46.56,HIGH
STT Delhi DC 3,New Delhi,Delhi,6.0,47.38,Moderate,56.6,34.88,21.72,baseline_pue; load_growth_rate; energy_pct_opex,39.65,51.9,42.65,52.05,47.38,47.38,HIGH
MUM-2,Mumbai,Maharashtra,6.0,47.38,Moderate,56.6,34.88,21.72,baseline_pue; load_growth_rate; energy_pct_opex,39.65,51.9,42.65,52.05,47.38,47.38,HIGH
NTT Tokyo 12,Inzai,Chiba,200.0,77.19,Excellent,87.28,65.6,21.68,baseline_pue; load_growth_rate; energy_pct_opex,70.05,82.28,72.42,81.96,77.19,77.19,HIGH
Pudongweg 25 (AMS10),Amsterdam,,31.2,74.39,Good,84.35,62.76,21.59,baseline_pue; load_growth_rate; energy_pct_opex,67.23,79.39,69.63,79.14,74.39,74.39,HIGH
Liverpool City King Edward,Liverpool,"North Wales, Merseyside & Cheshire",1.0,65.72,Good,73.52,52.11,21.41,baseline_pue; load_growth_rate; energy_pct_opex,57.32,69.24,61.18,70.16,65.72,65.72,HIGH
Dub2,Dublin,,3.4,82.6,Excellent,87.42,66.06,21.36,baseline_pue; load_growth_rate; energy_pct_opex,71.56,83.77,78.78,86.3,82.6,82.6,HIGH
Equinix SY1,Mascot,NSW,8.0,86.11,Excellent,91.21,69.96,21.25,baseline_pue; load_growth_rate; energy_pct_opex,75.07,87.73,80.6,90.7,86.11,86.11,HIGH
Iron Mountain Data Centers AMS 1,Haarlem,,60.0,75.08,Excellent,84.93,63.71,21.22,baseline_pue; load_growth_rate; energy_pct_opex,68.13,79.99,70.36,79.8,75.08,75.08,HIGH
LDeX Manchester (LDeX3),Manchester,N/A,1.5,74.16,Good,80.47,59.27,21.2,baseline_pue; load_growth_rate; energy_pct_opex,65.52,76.51,70.03,78.23,74.16,74.16,HIGH
16 Joseph Froelicher (PAR12),Paris,,12.0,66.65,Good,76.15,55.18,20.97,baseline_pue; load_growth_rate; energy_pct_opex,59.68,71.32,61.96,71.32,66.65,66.65,HIGH
Downtown Dallas,Dallas,TX,6.66,46.17,Moderate,55.07,34.1,20.97,baseline_pue; load_growth_rate; energy_pct_opex,38.81,50.45,41.51,50.77,46.17,46.17,HIGH
YYZ10,Markham,Ontario,6.7,49.91,Moderate,58.91,37.96,20.95,baseline_pue; load_growth_rate; energy_pct_opex,42.63,54.26,45.25,54.53,49.91,49.91,HIGH
Dub13,Kilcarbery,,3.8,83.49,Excellent,88.16,67.26,20.9,baseline_pue; load_growth_rate; energy_pct_opex,72.71,84.54,79.71,87.15,83.49,83.49,HIGH
Equinix SY2,Mascot,NSW,10.0,86.88,Excellent,91.84,71.0,20.84,baseline_pue; load_growth_rate; energy_pct_opex,76.07,88.39,81.4,91.43,86.88,86.88,HIGH
Equinix SY6,Silverwater,NSW,10.0,86.88,Excellent,91.84,71.0,20.84,baseline_pue; load_growth_rate; energy_pct_opex,76.07,88.39,81.4,91.43,86.88,86.88,HIGH
Macquarie IC2,Macquarie Park,NSW,10.0,86.88,Excellent,91.84,71.0,20.84,baseline_pue; load_growth_rate; energy_pct_opex,76.07,88.39,81.4,91.43,86.88,86.88,HIGH
3 Marchel Cachin PAR9,La Courneuve,,12.8,66.93,Good,76.38,55.56,20.82,baseline_pue; load_growth_rate; energy_pct_opex,60.04,71.56,62.26,71.59,66.93,66.93,HIGH
DFW17,Dallas,TX,6.9,46.66,Moderate,55.47,34.77,20.7,baseline_pue; load_growth_rate; energy_pct_opex,39.45,50.87,42.03,51.24,46.66,46.66,HIGH
Equinix SY3,Alexandria,NSW,12.0,87.39,Excellent,92.26,71.69,20.57,baseline_pue; load_growth_rate; energy_pct_opex,76.73,88.84,81.94,91.92,87.39,87.39,HIGH
Dub10,Dublin,,4.2,84.21,Excellent,88.75,68.23,20.52,baseline_pue; load_growth_rate; energy_pct_opex,73.64,85.16,80.46,87.84,84.21,84.21,HIGH
Cyfuture Bangalore,Bengaluru,Karnataka,3.0,33.03,Moderate,44.78,24.3,20.48,baseline_pue; load_growth_rate; energy_pct_opex,28.18,39.54,27.68,38.32,33.03,33.03,HIGH
NEXTDC S6,Artarmon,NSW,13.0,87.59,Excellent,92.43,71.96,20.47,baseline_pue; load_growth_rate; energy_pct_opex,76.98,89.01,82.15,92.11,87.59,87.59,HIGH
Equinix SY4,Mascot,NSW,14.0,87.76,Excellent,92.57,72.19,20.38,baseline_pue; load_growth_rate; energy_pct_opex,77.2,89.15,82.32,92.27,87.76,87.76,HIGH
EdgeConneX PHX01,Tempe,AZ,8.0,55.89,Good,64.84,44.48,20.36,baseline_pue; load_growth_rate; energy_pct_opex,49.03,60.17,51.28,60.47,55.89,55.89,HIGH
MSP3,Brooklyn Park,MN,9.0,59.54,Good,68.59,48.24,20.35,baseline_pue; load_growth_rate; energy_pct_opex,52.75,63.89,54.92,64.13,59.54,59.54,HIGH
1-3 Rue Rateau (PAR7),Paris,,16.8,67.93,Good,77.2,56.92,20.28,baseline_pue; load_growth_rate; energy_pct_opex,61.33,72.42,63.3,72.54,67.93,67.93,HIGH
Rio de Janeiro 1,Vinhedo,São Paulo,10.0,61.57,Good,70.65,50.37,20.28,baseline_pue; load_growth_rate; energy_pct_opex,54.85,65.94,56.95,66.16,61.57,61.57,HIGH
ADA Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,60.0,72.92,Good,82.33,62.08,20.25,baseline_pue; load_growth_rate; energy_pct_opex,66.43,77.5,68.29,77.55,72.92,72.92,HIGH
NEXTDC S1,Macquarie Park,NSW,16.0,88.03,Excellent,92.79,72.56,20.23,baseline_pue; load_growth_rate; energy_pct_opex,77.56,89.39,82.61,92.54,88.03,88.03,HIGH
DCI SYD02,Eastern Creek,NSW,16.0,88.03,Excellent,92.79,72.56,20.23,baseline_pue; load_growth_rate; energy_pct_opex,77.56,89.39,82.61,92.54,88.03,88.03,HIGH
DUB3,Kilmahuddrick,,4.6,84.8,Excellent,89.24,69.04,20.2,baseline_pue; load_growth_rate; energy_pct_opex,74.41,85.67,81.08,88.41,84.8,84.8,HIGH
Equinix SY5,Alexandria,NSW,18.0,88.24,Excellent,92.97,72.85,20.12,baseline_pue; load_growth_rate; energy_pct_opex,77.83,89.57,82.83,92.74,88.24,88.24,HIGH
Macquarie IC3,Macquarie Park,NSW,18.0,88.24,Excellent,92.97,72.85,20.12,baseline_pue; load_growth_rate; energy_pct_opex,77.83,89.57,82.83,92.74,88.24,88.24,HIGH
2 Marcel Cachin (PAR8),Paris,,19.2,68.33,Good,77.53,57.46,20.07,baseline_pue; load_growth_rate; energy_pct_opex,61.85,72.77,63.72,72.93,68.33,68.33,HIGH
2 Marchel Cachin PAR11,La Courneuve,,19.2,68.33,Good,77.53,57.46,20.07,baseline_pue; load_growth_rate; energy_pct_opex,61.85,72.77,63.72,72.93,68.33,68.33,HIGH
Telehouse Bangkok,Bangkok,,9.5,59.46,Good,68.39,48.34,20.05,baseline_pue; load_growth_rate; energy_pct_opex,52.82,63.72,54.87,64.02,59.46,59.46,HIGH
Digital Realty STO5,Kista,Stockholm,8.0,53.51,Good,62.26,42.22,20.04,baseline_pue; load_growth_rate; energy_pct_opex,46.76,57.65,48.93,58.05,53.51,53.51,HIGH
Digital Realty SYD10,Erskine Park,NSW,20.0,88.42,Excellent,93.11,73.08,20.03,baseline_pue; load_growth_rate; energy_pct_opex,78.05,89.72,83.01,92.9,88.42,88.42,HIGH
CDC Eastern Creek 1,Eastern Creek,NSW,21.0,88.49,Excellent,93.17,73.18,19.99,baseline_pue; load_growth_rate; energy_pct_opex,78.15,89.78,83.09,92.97,88.49,88.49,HIGH
D15 CXE2,Dublin,,5.0,85.3,Excellent,89.65,69.71,19.94,baseline_pue; load_growth_rate; energy_pct_opex,75.05,86.1,81.61,88.89,85.3,85.3,HIGH
Profile Park DUB14,Kilcarbery,,5.0,85.3,Excellent,89.65,69.71,19.94,baseline_pue; load_growth_rate; energy_pct_opex,75.05,86.1,81.61,88.89,85.3,85.3,HIGH
DAMAC Digital Bangkok,Bangkok,,10.0,59.81,Good,68.67,48.81,19.86,baseline_pue; load_growth_rate; energy_pct_opex,53.27,64.02,55.23,64.36,59.81,59.81,HIGH
IDX,Palmas,Tocantins,1.2,43.74,Moderate,53.0,33.18,19.82,baseline_pue; load_growth_rate; energy_pct_opex,37.48,48.2,39.14,48.33,43.74,43.74,HIGH
RJ1 Botafogo,Rio de Janeiro,Rio de Janeiro,1.0,43.74,Moderate,53.0,33.18,19.82,baseline_pue; load_growth_rate; energy_pct_opex,37.48,48.2,39.14,48.33,43.74,43.74,HIGH
CDC Eastern Creek 2,Eastern Creek,NSW,28.0,88.85,Excellent,93.47,73.67,19.8,baseline_pue; load_growth_rate; energy_pct_opex,78.62,90.1,83.47,93.32,88.85,88.85,HIGH
Equinix DC1,Ashburn,VA,8.0,50.24,Good,58.79,39.02,19.77,baseline_pue; load_growth_rate; energy_pct_opex,43.57,54.24,45.69,54.75,50.24,50.24,HIGH
Equinix DC2,Ashburn,VA,8.0,50.24,Good,58.79,39.02,19.77,baseline_pue; load_growth_rate; energy_pct_opex,43.57,54.24,45.69,54.75,50.24,50.24,HIGH
EdgeConneX EDCIAD01,Herndon,VA,8.0,50.24,Good,58.79,39.02,19.77,baseline_pue; load_growth_rate; energy_pct_opex,43.57,54.24,45.69,54.75,50.24,50.24,HIGH
NEXTDC S2,Macquarie Park,NSW,30.0,88.93,Excellent,93.53,73.77,19.76,baseline_pue; load_growth_rate; energy_pct_opex,78.71,90.16,83.55,93.39,88.93,88.93,HIGH
YTL Sydney,Auburn,NSW,30.0,88.93,Excellent,93.53,73.77,19.76,baseline_pue; load_growth_rate; energy_pct_opex,78.71,90.16,83.55,93.39,88.93,88.93,HIGH
Digital Realty SYD11,Erskine Park,NSW,32.0,88.99,Excellent,93.58,73.86,19.72,baseline_pue; load_growth_rate; energy_pct_opex,78.8,90.21,83.62,93.46,88.99,88.99,HIGH
Equinix HE5,Helsinki,,8.0,47.91,Moderate,56.36,36.66,19.7,baseline_pue; load_growth_rate; energy_pct_opex,41.23,51.84,43.37,52.4,47.91,47.91,HIGH
Global Switch Sydney East,Ultimo,NSW,36.0,89.1,Excellent,93.67,74.0,19.67,baseline_pue; load_growth_rate; energy_pct_opex,78.93,90.31,83.73,93.56,89.1,89.1,HIGH
Equinix SY9x,Rosehill,NSW,40.0,89.18,Excellent,93.74,74.12,19.62,baseline_pue; load_growth_rate; energy_pct_opex,79.04,90.38,83.82,93.64,89.18,89.18,HIGH
EQR21,Clifton,NJ,30.0,69.34,Good,78.36,58.82,19.54,baseline_pue; load_growth_rate; energy_pct_opex,63.15,73.64,64.78,73.89,69.34,69.34,HIGH
Global Switch Sydney West,Ultimo,NSW,52.0,89.36,Excellent,93.89,74.36,19.53,baseline_pue; load_growth_rate; energy_pct_opex,79.27,90.53,84.0,93.81,89.36,89.36,HIGH
PLN1,Paulinia,São Paulo,13.0,63.0,Good,71.83,52.31,19.52,baseline_pue; load_growth_rate; energy_pct_opex,56.7,67.17,58.45,67.53,63.0,63.0,HIGH
Equinix DB1,Dublin,Leinster,6.0,86.26,Excellent,90.44,71.01,19.43,baseline_pue; load_growth_rate; energy_pct_opex,76.29,86.92,82.61,89.8,86.26,86.26,HIGH
NEXTDC S3,Artarmon,NSW,80.0,89.57,Excellent,94.06,74.64,19.42,baseline_pue; load_growth_rate; energy_pct_opex,79.54,90.71,84.22,94.01,89.57,89.57,HIGH
NEXTDC S5,Macquarie Park,NSW,80.0,89.57,Excellent,94.06,74.64,19.42,baseline_pue; load_growth_rate; energy_pct_opex,79.54,90.71,84.22,94.01,89.57,89.57,HIGH
Iron Mountain AZS-1,Scottsdale,AZ,10.0,57.69,Good,66.31,46.91,19.4,baseline_pue; load_growth_rate; energy_pct_opex,51.35,61.72,53.16,62.19,57.69,57.69,HIGH
DEN-1,Denver,CO,12.3,61.68,Good,70.41,51.04,19.37,baseline_pue; load_growth_rate; energy_pct_opex,55.43,65.78,57.14,66.19,61.68,61.68,HIGH
AirTrunk SYD3,Huntingwood,NSW,110.0,89.67,Excellent,94.14,74.78,19.36,baseline_pue; load_growth_rate; energy_pct_opex,79.68,90.8,84.33,94.11,89.67,89.67,HIGH
AirTrunk SYD2,Lane Cove West,NSW,120.0,89.7,Excellent,94.16,74.81,19.35,baseline_pue; load_growth_rate; energy_pct_opex,79.71,90.82,84.36,94.13,89.7,89.7,HIGH
AirTrunk SYD1,Huntingwood,NSW,130.0,89.72,Excellent,94.18,74.84,19.34,baseline_pue; load_growth_rate; energy_pct_opex,79.73,90.84,84.38,94.15,89.72,89.72,HIGH
SP2,Osasco,São Paulo,14.0,63.34,Good,72.11,52.77,19.34,baseline_pue; load_growth_rate; energy_pct_opex,57.14,67.46,58.81,67.86,63.34,63.34,HIGH
NYM1,Newark,NJ,40.0,69.79,Good,78.73,59.43,19.3,baseline_pue; load_growth_rate; energy_pct_opex,63.73,74.02,65.25,74.32,69.79,69.79,HIGH
SP5x,São Paulo,São Paulo,14.4,63.46,Good,72.21,52.93,19.28,baseline_pue; load_growth_rate; energy_pct_opex,57.3,67.57,58.94,67.97,63.46,63.46,HIGH
GDC Bangkok 3 Data Center,Chon Buri,,12.0,60.91,Good,69.58,50.31,19.27,baseline_pue; load_growth_rate; energy_pct_opex,54.7,64.97,56.39,65.41,60.91,60.91,HIGH
NEXTDC S4,Horsley Park,NSW,350.0,89.87,Excellent,94.3,75.04,19.26,baseline_pue; load_growth_rate; energy_pct_opex,79.92,90.97,84.53,94.29,89.87,89.87,HIGH
NEXTDC S7,Eastern Creek,NSW,550.0,89.9,Excellent,94.33,75.08,19.25,baseline_pue; load_growth_rate; energy_pct_opex,79.97,90.99,84.57,94.32,89.9,89.9,HIGH
STT Bangkok 3,Bangkok,,2.0,36.43,Moderate,46.86,27.77,19.09,baseline_pue; load_growth_rate; energy_pct_opex,31.83,41.21,32.17,40.69,36.43,36.43,HIGH
Piscataway 1,Piscataway,NJ,65.0,70.31,Good,79.16,60.13,19.03,baseline_pue; load_growth_rate; energy_pct_opex,64.4,74.47,65.79,74.82,70.31,70.31,HIGH
MaNOC,Manchester,North West,2.0,78.38,Excellent,83.95,64.98,18.97,baseline_pue; load_growth_rate; energy_pct_opex,70.97,80.14,74.45,82.27,78.38,78.38,HIGH
MCR1,Manchester,North West,2.0,78.38,Excellent,83.95,64.98,18.97,baseline_pue; load_growth_rate; energy_pct_opex,70.97,80.14,74.45,82.27,78.38,78.38,HIGH
11 Hanbury Street (LON2),London,,2.0,78.38,Excellent,83.95,64.98,18.97,baseline_pue; load_growth_rate; energy_pct_opex,70.97,80.14,74.45,82.27,78.38,78.38,HIGH
14 Rue de l'orme a moineaux PAR13,Les Ulis,,80.0,70.46,Good,79.28,60.34,18.94,baseline_pue; load_growth_rate; energy_pct_opex,64.6,74.6,65.96,74.96,70.46,70.46,HIGH
Equinix DB2,Dublin,Leinster,8.0,87.45,Excellent,91.42,72.62,18.8,baseline_pue; load_growth_rate; energy_pct_opex,77.83,87.95,83.86,90.94,87.45,87.45,HIGH
Keppel DC Dublin 2,Dublin,Leinster,8.0,87.45,Excellent,91.42,72.62,18.8,baseline_pue; load_growth_rate; energy_pct_opex,77.83,87.95,83.86,90.94,87.45,87.45,HIGH
Iron Mountain AZP-1,Phoenix,AZ,12.0,58.88,Good,67.3,48.53,18.77,baseline_pue; load_growth_rate; energy_pct_opex,52.89,62.75,54.41,63.33,58.88,58.88,HIGH
Cloud House West (LHR19),London,N/A,2.1,78.99,Excellent,84.44,65.8,18.64,baseline_pue; load_growth_rate; energy_pct_opex,71.75,80.66,75.08,82.84,78.99,78.99,HIGH
11-15 Rue Galilee (PAR6),Paris,,1.0,41.13,Moderate,49.84,31.25,18.59,baseline_pue; load_growth_rate; energy_pct_opex,35.47,45.18,36.66,45.61,41.13,41.13,HIGH
21 Rue du Port PAR4,Paris,,1.4,41.13,Moderate,49.84,31.25,18.59,baseline_pue; load_growth_rate; energy_pct_opex,35.47,45.18,36.66,45.61,41.13,41.13,HIGH
Equinix DB4,Dublin,Leinster,10.0,88.17,Excellent,92.01,73.59,18.42,baseline_pue; load_growth_rate; energy_pct_opex,78.76,88.57,84.61,91.63,88.17,88.17,HIGH
Equinix HE6,Espoo,,10.0,50.33,Good,58.35,39.93,18.42,baseline_pue; load_growth_rate; energy_pct_opex,44.35,53.92,45.9,54.72,50.33,50.33,HIGH
TOR4,Markham,Ontario,11.0,54.76,Good,62.9,44.51,18.39,baseline_pue; load_growth_rate; energy_pct_opex,48.88,58.43,50.33,59.16,54.76,54.76,HIGH
STO01A Vaultica Data Centers,Vasby,,12.0,56.77,Good,64.95,46.63,18.32,baseline_pue; load_growth_rate; energy_pct_opex,50.97,60.46,52.34,61.17,56.77,56.77,HIGH
atNorth SWE01,Kista,,12.0,56.77,Good,64.95,46.63,18.32,baseline_pue; load_growth_rate; energy_pct_opex,50.97,60.46,52.34,61.17,56.77,56.77,HIGH
Digital Realty STO6,Kista,Stockholm,12.0,56.77,Good,64.95,46.63,18.32,baseline_pue; load_growth_rate; energy_pct_opex,50.97,60.46,52.34,61.17,56.77,56.77,HIGH
DB3,Ballycoolin,,11.0,88.43,Excellent,92.23,73.95,18.28,baseline_pue; load_growth_rate; energy_pct_opex,79.1,88.8,84.88,91.88,88.43,88.43,HIGH
CyrusOne PHX1,Chandler,AZ,15.0,60.08,Good,68.28,50.14,18.14,baseline_pue; load_growth_rate; energy_pct_opex,54.43,63.78,55.66,64.48,60.08,60.08,HIGH
CyrusOne PHX2,Chandler,AZ,15.0,60.08,Good,68.28,50.14,18.14,baseline_pue; load_growth_rate; energy_pct_opex,54.43,63.78,55.66,64.48,60.08,60.08,HIGH
PhoenixNAP Phoenix,Phoenix,AZ,15.0,60.08,Good,68.28,50.14,18.14,baseline_pue; load_growth_rate; energy_pct_opex,54.43,63.78,55.66,64.48,60.08,60.08,HIGH
Digital Realty DUB4,Dublin,Leinster,14.0,88.99,Excellent,92.69,74.7,17.99,baseline_pue; load_growth_rate; energy_pct_opex,79.82,89.28,85.47,92.41,88.99,88.99,HIGH
Vantage AZ11,Goodyear,AZ,16.0,60.38,Good,68.53,50.55,17.98,baseline_pue; load_growth_rate; energy_pct_opex,54.82,64.04,55.98,64.76,60.38,60.38,HIGH
H5 Phoenix,Chandler,AZ,16.0,60.38,Good,68.53,50.55,17.98,baseline_pue; load_growth_rate; energy_pct_opex,54.82,64.04,55.98,64.76,60.38,60.38,HIGH
CtrlS Bangalore DC1,Bengaluru,Karnataka,12.0,54.55,Good,62.51,44.59,17.92,baseline_pue; load_growth_rate; energy_pct_opex,48.92,58.08,50.16,58.91,54.55,54.55,HIGH
NCR-1,New Delhi,Delhi,12.0,54.55,Good,62.51,44.59,17.92,baseline_pue; load_growth_rate; energy_pct_opex,48.92,58.08,50.16,58.91,54.55,54.55,HIGH
Keppel DC Dublin 1,Dublin,,16.0,89.25,Excellent,92.9,75.05,17.85,baseline_pue; load_growth_rate; energy_pct_opex,80.15,89.5,85.74,92.66,89.25,89.25,HIGH
Equinix DC4,Ashburn,VA,12.0,53.93,Good,61.83,44.01,17.82,baseline_pue; load_growth_rate; energy_pct_opex,48.33,57.41,49.55,58.28,53.93,53.93,HIGH
Equinix DC6,Ashburn,VA,12.0,53.93,Good,61.83,44.01,17.82,baseline_pue; load_growth_rate; energy_pct_opex,48.33,57.41,49.55,58.28,53.93,53.93,HIGH
CoreSite VA1,Reston,VA,12.0,53.93,Good,61.83,44.01,17.82,baseline_pue; load_growth_rate; energy_pct_opex,48.33,57.41,49.55,58.28,53.93,53.93,HIGH
Digital Realty DUB9,Dublin,Leinster,18.0,89.45,Excellent,93.06,75.32,17.74,baseline_pue; load_growth_rate; energy_pct_opex,80.41,89.67,85.95,92.85,89.45,89.45,HIGH
CyrusOne PHX3,Chandler,AZ,18.0,60.88,Good,68.94,51.22,17.72,baseline_pue; load_growth_rate; energy_pct_opex,55.46,64.46,56.5,65.24,60.88,60.88,HIGH
CyrusOne PHX4,Chandler,AZ,18.0,60.88,Good,68.94,51.22,17.72,baseline_pue; load_growth_rate; energy_pct_opex,55.46,64.46,56.5,65.24,60.88,60.88,HIGH
Iron Mountain AZP-2,Phoenix,AZ,18.0,60.88,Good,68.94,51.22,17.72,baseline_pue; load_growth_rate; energy_pct_opex,55.46,64.46,56.5,65.24,60.88,60.88,HIGH
Digital Realty DUB12,Dublin,Leinster,20.0,89.61,Excellent,93.19,75.54,17.65,baseline_pue; load_growth_rate; energy_pct_opex,80.61,89.81,86.11,93.0,89.61,89.61,HIGH
Equinix SK2,Skondal,,15.0,58.08,Good,66.02,48.4,17.62,baseline_pue; load_growth_rate; energy_pct_opex,52.66,61.58,53.71,62.42,58.08,58.08,HIGH
atNorth FIN02,Espoo,,12.0,51.94,Good,59.68,42.12,17.56,baseline_pue; load_growth_rate; energy_pct_opex,46.44,55.31,47.59,56.26,51.94,51.94,HIGH
Verne Finland,Vantaa,,12.0,51.94,Good,59.68,42.12,17.56,baseline_pue; load_growth_rate; energy_pct_opex,46.44,55.31,47.59,56.26,51.94,51.94,HIGH
Digital Realty DUB15,Dublin,Leinster,24.0,89.85,Excellent,93.39,75.86,17.53,baseline_pue; load_growth_rate; energy_pct_opex,80.92,90.01,86.37,93.23,89.85,89.85,HIGH
CyrusOne DUB2,Dublin,Leinster,24.0,89.85,Excellent,93.39,75.86,17.53,baseline_pue; load_growth_rate; energy_pct_opex,80.92,90.01,86.37,93.23,89.85,89.85,HIGH
EdgeConneX EDCDUB01,Dublin,Leinster,24.0,89.85,Excellent,93.39,75.86,17.53,baseline_pue; load_growth_rate; energy_pct_opex,80.92,90.01,86.37,93.23,89.85,89.85,HIGH
CyrusOne PHX5,Chandler,AZ,20.0,61.27,Good,69.27,51.76,17.51,baseline_pue; load_growth_rate; energy_pct_opex,55.98,64.81,56.91,65.62,61.27,61.27,HIGH
CyrusOne DUB3,Dublin,Leinster,26.0,89.94,Excellent,93.47,75.98,17.49,baseline_pue; load_growth_rate; energy_pct_opex,81.04,90.09,86.46,93.32,89.94,89.94,HIGH
Col-3,Columbus,OH,18.0,60.01,Good,67.96,50.49,17.47,baseline_pue; load_growth_rate; energy_pct_opex,54.72,63.51,55.66,64.35,60.01,60.01,HIGH
Microsoft DUB05,Dublin,Leinster,27.0,89.98,Excellent,93.5,76.04,17.46,baseline_pue; load_growth_rate; energy_pct_opex,81.09,90.13,86.5,93.36,89.98,89.98,HIGH
Microsoft DUB06,Dublin,Leinster,27.0,89.98,Excellent,93.5,76.04,17.46,baseline_pue; load_growth_rate; energy_pct_opex,81.09,90.13,86.5,93.36,89.98,89.98,HIGH
Equinix DB5x,Dublin,Leinster,30.0,90.09,Excellent,93.59,76.18,17.41,baseline_pue; load_growth_rate; energy_pct_opex,81.23,90.22,86.62,93.46,90.09,90.09,HIGH
AWS Dublin 1,Dublin,Leinster,30.0,90.09,Excellent,93.59,76.18,17.41,baseline_pue; load_growth_rate; energy_pct_opex,81.23,90.22,86.62,93.46,90.09,90.09,HIGH
AWS Dublin 2,Dublin,Leinster,30.0,90.09,Excellent,93.59,76.18,17.41,baseline_pue; load_growth_rate; energy_pct_opex,81.23,90.22,86.62,93.46,90.09,90.09,HIGH
Microsoft DUB07,Dublin,Leinster,30.0,90.09,Excellent,93.59,76.18,17.41,baseline_pue; load_growth_rate; energy_pct_opex,81.23,90.22,86.62,93.46,90.09,90.09,HIGH
Microsoft DUB08,Dublin,Leinster,30.0,90.09,Excellent,93.59,76.18,17.41,baseline_pue; load_growth_rate; energy_pct_opex,81.23,90.22,86.62,93.46,90.09,90.09,HIGH
Google Dublin 1,Dublin,Leinster,30.0,90.09,Excellent,93.59,76.18,17.41,baseline_pue; load_growth_rate; energy_pct_opex,81.23,90.22,86.62,93.46,90.09,90.09,HIGH
Sify Hyderabad,Hyderabad,Telangana,14.0,55.58,Good,63.35,45.98,17.37,baseline_pue; load_growth_rate; energy_pct_opex,50.24,58.96,51.24,59.89,55.58,55.58,HIGH
Digital Realty PHX10,Phoenix,AZ,22.0,61.6,Good,69.54,52.2,17.34,baseline_pue; load_growth_rate; energy_pct_opex,56.4,65.09,57.26,65.93,61.6,61.6,HIGH
Equinix DB6x,Dublin,Leinster,36.0,90.24,Excellent,93.72,76.4,17.32,baseline_pue; load_growth_rate; energy_pct_opex,81.44,90.36,86.78,93.61,90.24,90.24,HIGH
AWS Dublin 3,Dublin,Leinster,36.0,90.24,Excellent,93.72,76.4,17.32,baseline_pue; load_growth_rate; energy_pct_opex,81.44,90.36,86.78,93.61,90.24,90.24,HIGH
Microsoft DUB14,Dublin,Leinster,36.0,90.24,Excellent,93.72,76.4,17.32,baseline_pue; load_growth_rate; energy_pct_opex,81.44,90.36,86.78,93.61,90.24,90.24,HIGH
11 Hanbury Street LON3,London,,2.7,81.66,Excellent,86.65,69.42,17.23,baseline_pue; load_growth_rate; energy_pct_opex,75.21,82.97,77.88,85.41,81.66,81.66,HIGH
Apto DC Madrid Campus,Fuenlabrada,Community of Madrid,240.0,67.74,Good,75.82,58.59,17.23,baseline_pue; load_growth_rate; energy_pct_opex,62.71,71.32,63.4,72.08,67.74,67.74,HIGH
