Name,City,State,Operator,Size_MW,Latitude,Longitude,Status,Electricity_Price,Composite_Score,Classification,Savings_Per_MW,Payback_Years,OPEX_Impact_Pct,Annual_Energy_Cost,Estimated_Savings,EJ_Demographic_Index,EJ_Energy_Burden_Pct,CO2_Avoided_MT,Water_Saved_Gal,Grid_Relief_Pct,Cars_Equivalent,Homes_Equivalent,Missing_Inputs_Note
DC West,Singapore,N/A,Nxera,36.0,1.325230365,103.7216035,Active,0.25,84.29,Excellent,261376.5,0.159,4.8,94095540.0,9409554.0,,,15356.4,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Dub10,Dublin,,Digital Realty,4.2,53.34262943897212,-6.255242501392136,Active,0.3,84.21,Excellent,313651.8,1.139,4.0,13173375.6,1317337.56,,,1317.3,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Axon Reservoir,Liverpool,"North Wales, Merseyside & Cheshire",Baltic Broadband Limited,3.6,53.4178408377192,-3.04554752015354,Active,0.34,84.01,Excellent,355472.04,1.172,4.8,12796993.44,1279699.34,,,865.7,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
GDC CA2,Sacramento,CA,NTT Data,26.1,38.6505161262222,-121.491885551458,Active,0.25,83.93,Excellent,261376.5,0.22,4.0,68219266.5,6821926.65,,,12961.7,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
SIN10,Singapore,N/A,Digital Realty,20.4,1.32799574657793,103.746036842393,Active,0.25,83.56,Excellent,261376.5,0.281,4.0,53320806.0,5332080.6,,,8702.0,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Dub13,Kilcarbery,,Digital Realty,3.8,53.32396341354435,-6.417800143954664,Active,0.3,83.49,Excellent,313651.8,1.259,4.0,11918768.4,1191876.84,,,1191.9,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Keppel Floating DC Singapore,Singapore,N/A,Keppel,19.2,1.381809518,103.9704728,Planned,0.25,83.45,Excellent,261376.5,0.299,4.0,50184288.0,5018428.8,,,8190.1,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
STT 4,Singapore,N/A,ST Telemedia Global Data Centres,18.0,1.292184275,103.7923808,Active,0.25,83.34,Excellent,261376.5,0.319,4.0,47047770.0,4704777.0,,,7678.2,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
SG1,Singapore,N/A,Princeton Digital Group,17.0,1.378496509,103.872924,Active,0.25,83.22,Excellent,261376.5,0.338,4.0,44434005.0,4443400.5,,,7251.6,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Gotspace Norwich Campus,Norwich,CT,Gotspace,96.0,41.5894,-72.1025,Planned,0.2389,83.13,Excellent,249771.38,0.063,4.8,239780528.06,23978052.81,,,47675.1,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
STT 3,Singapore,N/A,ST Telemedia Global Data Centres,15.2,1.35056671470412,103.891450242328,Active,0.25,82.98,Excellent,261376.5,0.378,4.0,39729228.0,3972922.8,,,6483.8,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
GDC CA3,Sacramento,CA,NTT Data,14.0,38.6445464562026,-121.498630565793,Active,0.25,82.79,Excellent,261376.5,0.41,4.0,36592710.0,3659271.0,,,6952.6,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
STT 5,Singapore,N/A,ST Telemedia Global Data Centres,13.8,1.33551038290341,103.890335317126,Active,0.25,82.75,Excellent,261376.5,0.416,4.0,36069957.0,3606995.7,,,5886.6,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Equinix SG1,Singapore,N/A,Equinix,13.5,1.29552,103.78989,Active,0.25,82.7,Excellent,261376.5,0.425,4.0,35285827.5,3528582.75,,,5758.6,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
SIN11,Singapore,N/A,Digital Realty,13.2,1.3711,103.968,Active,0.25,82.64,Excellent,261376.5,0.435,4.0,34501698.0,3450169.8,,,5630.7,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Dub2,Dublin,,Digital Realty,3.4,53.34976874315787,-6.2708648952843955,Active,0.3,82.6,Excellent,313651.8,1.407,4.0,10664161.2,1066416.12,,,1066.4,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
STT 1,Singapore,N/A,ST Telemedia Global Data Centres,13.0,1.34964287,103.8915978,Active,0.25,82.6,Excellent,261376.5,0.441,4.0,33978945.0,3397894.5,,,5545.4,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
GDC CA1,Sacramento,CA,NTT Data,12.6,38.6505642634243,-121.489322708311,Active,0.25,82.52,Excellent,261376.5,0.455,4.0,32933439.0,3293343.9,,,6257.4,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
T5 LA,Los Angeles,CA,T5 Data Centers,12.0,34.05,-118.24,Active,0.25,82.38,Excellent,261376.5,0.478,4.0,31365180.0,3136518.0,43.4,2.5,3021.8,34846238.0,0.0025,656.9,1194.9,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
STT 2,Singapore,N/A,ST Telemedia Global Data Centres,12.0,1.34990906646897,103.891846286757,Active,0.25,82.38,Excellent,261376.5,0.478,4.0,31365180.0,3136518.0,,,5118.8,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
1 Airport Gate (LHR17),London,,Digital Realty,2.9,51.487617326398365,-0.1246926693191123,Active,0.34,82.31,Excellent,355472.04,1.455,4.0,10308689.16,1030868.92,,,697.4,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
11 Hanbury Street LON3,London,,Digital Realty,2.7,51.50980721598863,-0.12048581031161741,Active,0.34,81.66,Excellent,355472.04,1.563,4.0,9597745.08,959774.51,,,649.3,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Dub11,Clonshaugh,,Digital Realty,3.0,53.398517866898025,-6.19205075077878,Active,0.3,81.48,Excellent,313651.8,1.594,4.0,9409554.0,940955.4,,,941.0,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Servecentric Dublin,Dublin,Leinster,Servecentric,3.0,53.3897,-6.3792,Active,0.3,81.48,Excellent,313651.8,1.594,4.8,9409554.0,940955.4,,,941.0,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Serangoon,Singapore,N/A,NTT Data,8.6,1.3764459,103.87531,Active,0.25,81.24,Excellent,261376.5,0.667,4.0,22478379.0,2247837.9,,,3668.5,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
SIN-1,Singapore,N/A,Iron Mountain,7.3,1.3759896,103.87149,Active,0.25,80.53,Excellent,261376.5,0.786,4.0,19080484.5,1908048.45,,,3113.9,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
LAX12,Los Angeles,CA,Digital Realty,7.1,33.91589,-118.385,Active,0.25,80.4,Excellent,261376.5,0.808,4.0,18557731.5,1855773.15,43.4,2.5,1787.9,20617358.0,0.0015,388.7,707.0,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
SJC10,Santa Clara,CA,Digital Realty,6.3,37.3760001871896,-121.953280678667,Active,0.25,79.78,Excellent,261376.5,0.911,4.0,16466719.5,1646671.95,43.4,2.5,1586.5,18294275.0,0.0013,344.9,627.3,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
SJC35,Santa Clara,CA,Digital Realty,6.0,37.3791998255145,-121.957986893777,Active,0.25,79.51,Excellent,261376.5,0.956,4.0,15682590.0,1568259.0,43.4,2.5,1510.9,17423119.0,0.0013,328.5,597.4,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
SDC Manhattan,New York,NY,Sabey Data Centers,18.0,40.71,-74.0,Active,0.2254,79.27,Excellent,235657.05,0.354,4.8,42418269.43,4241826.94,36.3,3.1,4933.9,97394530.0,0.0061,1072.6,1792.3,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Cloud House West (LHR19),London,N/A,Digital Realty,2.1,51.5,-0.018,Active,0.34,78.99,Excellent,355472.04,2.009,4.0,7464912.84,746491.28,,,505.0,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
MaNOC,Manchester,North West,ANS,2.0,53.46105715,-2.326724951,Active,0.34,78.38,Excellent,355472.04,2.11,4.8,7109440.8,710944.08,,,480.9,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
MCR1,Manchester,North West,Datum,2.0,53.37925914,-2.258404563,Active,0.34,78.38,Excellent,355472.04,2.11,4.8,7109440.8,710944.08,,,480.9,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
11 Hanbury Street (LON2),London,,Digital Realty,2.0,51.51245712814638,-0.1297448777994872,Active,0.34,78.38,Excellent,355472.04,2.11,4.0,7109440.8,710944.08,,,480.9,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
SJC14,Santa Clara,CA,Digital Realty,4.8,37.3758812367629,-121.955165123726,Active,0.25,78.07,Excellent,261376.5,1.196,4.0,12546072.0,1254607.2,43.4,2.5,1208.7,13938495.0,0.001,262.8,477.9,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Equinix FR9x,Frankfurt,Hesse,Equinix,40.0,50.1345,8.6843,Active,0.21,77.95,Excellent,219556.26,0.171,4.0,87822504.0,8782250.4,,,15891.7,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Equinix FR11x,Frankfurt,Hesse,Equinix,30.0,50.1348,8.6849,Active,0.21,77.61,Excellent,219556.26,0.228,4.0,65866878.0,6586687.8,,,11918.8,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Digital Realty FRA32,Frankfurt,Hesse,Digital Realty,30.0,50.0843,8.5512,Active,0.21,77.61,Excellent,219556.26,0.228,4.0,65866878.0,6586687.8,,,11918.8,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
NTT Frankfurt 4,Frankfurt,Hesse,NTT Data,30.0,50.1429,8.5885,Active,0.21,77.61,Excellent,219556.26,0.228,4.0,65866878.0,6586687.8,,,11918.8,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
NTT Frankfurt 1,Frankfurt,Hesse,NTT Data,25.0,50.1422,8.5882,Active,0.21,77.34,Excellent,219556.26,0.273,4.0,54889065.0,5488906.5,,,9932.3,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Microsoft FRA29,Frankfurt,Hesse,Microsoft,24.0,50.1288,8.5719,Active,0.21,77.27,Excellent,219556.26,0.285,3.2,52693502.4,5269350.24,,,9535.0,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Vantage FRA11,Offenbach,Hesse,Vantage,24.0,50.1009,8.7615,Active,0.21,77.27,Excellent,219556.26,0.285,4.0,52693502.4,5269350.24,,,9535.0,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
CyrusOne FRA2,Frankfurt,Hesse,CyrusOne,24.0,50.1185,8.7216,Construction,0.21,77.27,Excellent,219556.26,0.285,4.0,52693502.4,5269350.24,,,9535.0,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
NTT Tokyo 12,Inzai,Chiba,NTT Data,200.0,35.7825,140.1715,Planned,0.2,77.19,Excellent,209101.2,0.036,4.0,418202400.0,41820240.0,,,98277.6,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Digital Realty FRA17,Frankfurt,Hesse,Digital Realty,22.0,50.1195,8.7077,Active,0.21,77.11,Excellent,219556.26,0.311,4.0,48302377.2,4830237.72,,,8740.4,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Equinix FR7,Frankfurt,Hesse,Equinix,20.0,50.1005,8.6531,Active,0.21,76.93,Excellent,219556.26,0.342,4.0,43911252.0,4391125.2,,,7945.8,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
NTT Frankfurt 2,Frankfurt,Hesse,NTT Data,20.0,50.119,8.7075,Active,0.21,76.93,Excellent,219556.26,0.342,4.0,43911252.0,4391125.2,,,7945.8,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
AWS FRA54,Frankfurt,Hesse,Amazon Web Services,20.0,50.1426,8.5876,Active,0.21,76.93,Excellent,219556.26,0.342,3.2,43911252.0,4391125.2,,,7945.8,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
CyrusOne FRA1,Frankfurt,Hesse,CyrusOne,20.0,50.118,8.7211,Active,0.21,76.93,Excellent,219556.26,0.342,4.0,43911252.0,4391125.2,,,7945.8,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Weismullerstrase 1 (FRA15),Frankfurt,,Digital Realty,19.2,50.09474306770035,8.688467893205102,Active,0.21,76.84,Excellent,219556.26,0.356,4.0,42154801.92,4215480.19,,,7628.0,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Digital Realty FRA10,Frankfurt,Hesse,Digital Realty,18.0,50.1189,8.7088,Active,0.21,76.7,Excellent,219556.26,0.38,4.0,39520126.8,3952012.68,,,7151.3,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Digital Realty FRA16,Frankfurt,Hesse,Digital Realty,18.0,50.1194,8.7081,Active,0.21,76.7,Excellent,219556.26,0.38,4.0,39520126.8,3952012.68,,,7151.3,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
NTT Frankfurt 3,Frankfurt,Hesse,NTT Data,18.0,50.1425,8.5879,Active,0.21,76.7,Excellent,219556.26,0.38,4.0,39520126.8,3952012.68,,,7151.3,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Equinix TY12x,Inzai,Chiba,Equinix,54.0,35.7802,140.1688,Active,0.2,76.61,Excellent,209101.2,0.133,4.0,112914648.0,11291464.8,,,26534.9,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
NTT Tokyo 11,Inzai,Chiba,NTT Data,50.0,35.7818,140.1701,Construction,0.2,76.55,Excellent,209101.2,0.143,4.0,104550600.0,10455060.0,,,24569.4,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Hanauer Landstrasse 320 FRA18,Frankfurt,,Digital Realty,16.0,50.11479694180565,8.662874693218646,Active,0.21,76.41,Excellent,219556.26,0.427,4.0,35129001.6,3512900.16,,,6356.7,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Maincubes FRA03,Schwalbach,Hesse,Maincubes,16.0,50.151,8.5411,Active,0.21,76.41,Excellent,219556.26,0.427,4.0,35129001.6,3512900.16,,,6356.7,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
IIJ Shiroi DC Campus,Shiroi,Chiba,IIJ,40.0,35.7903,140.0549,Active,0.2,76.33,Excellent,209101.2,0.179,4.0,83640480.0,8364048.0,,,19655.5,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Digital Realty NRT14,Inzai,Chiba,Digital Realty,38.0,35.7819,140.1702,Construction,0.2,76.27,Excellent,209101.2,0.189,4.0,79458456.0,7945845.6,,,18672.7,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Equinix FR4,Frankfurt,Hesse,Equinix,15.0,50.0972,8.6256,Active,0.21,76.24,Excellent,219556.26,0.455,4.0,32933439.0,3293343.9,,,5959.4,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Digital Realty NRT12,Inzai,Chiba,Digital Realty,36.0,35.7814,140.1698,Active,0.2,76.21,Excellent,209101.2,0.199,4.0,75276432.0,7527643.2,,,17690.0,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Via delle Testuggini (ROM1),Rome,Lazio,Digital Realty,35.6,41.78,12.49,Construction,0.2,76.2,Excellent,209101.2,0.202,4.0,74440027.2,7444002.72,,,9677.2,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Colt Inzai 3,Inzai,Chiba,Colt,27.0,35.7789,140.1668,Active,0.2,75.81,Excellent,209101.2,0.266,4.0,56457324.0,5645732.4,,,13267.5,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Digital Realty NRT10,Inzai,Chiba,Digital Realty,26.0,35.781,140.1695,Active,0.2,75.75,Excellent,209101.2,0.276,4.0,54366312.0,5436631.2,,,12776.1,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
NTT Tokyo 10,Mitaka,Tokyo,NTT Data,25.0,35.6832,139.5596,Active,0.2,75.69,Excellent,209101.2,0.287,4.0,52275300.0,5227530.0,,,12284.7,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Telehouse Tama 5,Tama,Tokyo,KDDI,24.0,35.6258,139.4472,Active,0.2,75.61,Excellent,209101.2,0.299,4.0,50184288.0,5018428.8,,,11793.3,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Equinix FR5,Frankfurt,Hesse,Equinix,12.0,50.0988,8.6259,Active,0.21,75.56,Excellent,219556.26,0.569,4.0,26346751.2,2634675.12,,,4767.5,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Maincubes FRA02,Schwalbach,Hesse,Maincubes,12.0,50.1505,8.5408,Active,0.21,75.56,Excellent,219556.26,0.569,4.0,26346751.2,2634675.12,,,4767.5,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
NTT Tokyo 5,Mitaka,Tokyo,NTT Data,20.0,35.6828,139.5593,Active,0.2,75.25,Excellent,209101.2,0.359,4.0,41820240.0,4182024.0,,,9827.8,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Colt Inzai 4,Inzai,Chiba,Colt,20.0,35.7793,140.1674,Construction,0.2,75.25,Excellent,209101.2,0.359,4.0,41820240.0,4182024.0,,,9827.8,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Iron Mountain Data Centers AMS 1,Haarlem,,Iron Mountain,60.0,52.385491568300374,4.664164985572125,Active,0.19,75.08,Excellent,198646.14,0.126,4.0,119187684.0,11918768.4,,,20701.0,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Equinix TY11,Tokyo,Tokyo,Equinix,18.0,35.6348,139.7952,Active,0.2,75.02,Excellent,209101.2,0.399,4.0,37638216.0,3763821.6,,,8845.0,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
NTT Tokyo 2,Tokyo,Tokyo,NTT Data,18.0,35.6441,139.7968,Active,0.2,75.02,Excellent,209101.2,0.399,4.0,37638216.0,3763821.6,,,8845.0,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Equinix FR6,Frankfurt,Hesse,Equinix,10.0,50.0825,8.5541,Active,0.21,74.88,Good,219556.26,0.683,4.0,21955626.0,2195562.6,,,3972.9,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Equinix FR8,Frankfurt,Hesse,Equinix,10.0,50.0975,8.6253,Active,0.21,74.88,Good,219556.26,0.683,4.0,21955626.0,2195562.6,,,3972.9,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Weismullerstrasse 34 (FRA14),Frankfurt,,Digital Realty,9.6,50.110683853297424,8.692017218248568,Active,0.21,74.71,Good,219556.26,0.712,4.0,21077400.96,2107740.1,,,3814.0,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
NTT Tokyo 1,Tokyo,Tokyo,NTT Data,15.0,35.6874,139.769,Active,0.2,74.54,Good,209101.2,0.478,4.0,31365180.0,3136518.0,,,7370.8,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Colt Inzai 2,Inzai,Chiba,Colt,15.0,35.7785,140.1661,Active,0.2,74.54,Good,209101.2,0.478,4.0,31365180.0,3136518.0,,,7370.8,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Wilhelm Fay Strasse 24 FRA30,Frankfurt,,Digital Realty,9.0,50.11630434449881,8.68248036128768,Active,0.21,74.42,Good,219556.26,0.759,4.0,19760063.4,1976006.34,,,3575.6,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Pudongweg 25 (AMS10),Amsterdam,,Digital Realty,31.2,52.370487067547465,4.8946852508376395,Active,0.19,74.39,Good,198646.14,0.242,4.0,61977595.68,6197759.57,,,10764.5,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
AT TOKYO CC2,Tokyo,Tokyo,AT TOKYO,14.0,35.6551,139.796,Active,0.2,74.33,Good,209101.2,0.512,4.0,29274168.0,2927416.8,,,6879.4,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
LDeX Manchester (LDeX3),Manchester,N/A,LDeX Group,1.5,53.47,-2.29,Active,0.34,74.16,Good,355472.04,2.813,4.8,5332080.6,533208.06,,,360.7,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Equinix FR2,Frankfurt,Hesse,Equinix,8.0,50.092,8.6419,Active,0.21,73.85,Good,219556.26,0.854,4.0,17564500.8,1756450.08,,,3178.3,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Telehouse Frankfurt,Frankfurt,Hesse,Telehouse,8.0,50.0991,8.6254,Active,0.21,73.85,Good,219556.26,0.854,4.0,17564500.8,1756450.08,,,3178.3,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Maincubes FRA01,Offenbach,Hesse,Maincubes,8.0,50.1003,8.7622,Active,0.21,73.85,Good,219556.26,0.854,4.0,17564500.8,1756450.08,,,3178.3,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Telehouse Tama 3,Tama,Tokyo,KDDI,12.0,35.6245,139.4432,Active,0.2,73.82,Good,209101.2,0.598,4.0,25092144.0,2509214.4,,,5896.7,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
AT TOKYO CC1,Tokyo,Tokyo,AT TOKYO,12.0,35.6549,139.7958,Active,0.2,73.82,Good,209101.2,0.598,4.0,25092144.0,2509214.4,,,5896.7,,,,,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
Fortress SF1,San Francisco,CA,Fortress,3.0,37.78271881,-122.3913791,Active,0.25,73.77,Good,261376.5,1.913,4.8,7841295.0,784129.5,43.4,2.5,755.5,8711560.0,0.0006,164.2,298.7,baseline_pue & load_growth_rate from industry averages; energy_pct_opex from operator-tier benchmark; capacity_factor from Uptime Institute / IDC avg
